id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
DCAF7	4	0.027141	0.048529	0.603538	1534	3	-0.4739	0.70579	0.84427	1.0	13956	1	-0.4739
TNFRSF11A	4	0.027162	0.048529	0.603538	1535	2	-0.19842	0.76559	0.87098	1.0	14746	1	-0.19842
GCKR	3	0.02719	0.054238	0.628813	1536	3	-0.55942	0.97281	0.98792	1.0	18568	0	-0.55942
DCC	4	0.027213	0.048529	0.603538	1537	3	-0.55531	0.91784	0.96775	1.0	17491	0	-0.55531
PPP2R2A	4	0.027236	0.048529	0.603538	1538	2	-1.1753	0.37203	0.66712	1.0	9807	1	-1.1753
MBLAC2	4	0.027262	0.048529	0.603538	1539	3	-1.2165	0.096668	0.32651	1.0	3953	1	-1.2165
GCLM	4	0.027366	0.051798	0.607971	1540	2	-0.40446	0.91622	0.96655	1.0	17449	0	-0.40446
SIX5	4	0.027417	0.051798	0.607971	1541	2	-0.61497	0.05942	0.24126	1.0	2699	1	-0.61497
IL18R1	4	0.027465	0.051798	0.607971	1542	2	-0.72558	0.39562	0.68583	1.0	10256	1	-0.72558
GDPGP1	4	0.027468	0.051798	0.607971	1543	2	-0.48023	0.96084	0.98753	1.0	18351	0	-0.48023
ZNF436	4	0.027475	0.051798	0.607971	1544	3	-1.2199	0.93821	0.97833	1.0	17899	0	-1.2199
DNMT1	4	0.027519	0.051934	0.607971	1545	1	-0.14932	0.91609	0.96655	1.0	17447	0	-0.14932
TUBGCP2	4	0.027538	0.051934	0.607971	1546	3	-0.97374	0.97033	0.99076	1.0	18527	0	-0.97374
KPNA3	4	0.027542	0.051934	0.607971	1547	2	-0.73961	0.76324	0.87098	1.0	14700	1	-0.73961
GRB2	4	0.027554	0.051934	0.607971	1548	3	-0.89768	0.68946	0.8368	1.0	13737	1	-0.89768
SLC12A4	4	0.02757	0.051934	0.607971	1549	2	-0.045825	0.25163	0.5573	1.0	7509	2	-0.045825
GRAP2	4	0.027584	0.051934	0.607971	1550	3	-1.0316	0.83491	0.91516	1.0	15890	1	-1.0316
WWC2	4	0.02759	0.051934	0.607971	1551	2	-0.19347	0.019137	0.11425	1.0	1170	2	-0.19347
NIPSNAP3B	4	0.027621	0.051934	0.607971	1552	1	0.71532	0.061566	0.24773	1.0	2776	3	0.71532
GDI2	4	0.027664	0.051934	0.607971	1553	3	-0.68048	0.84383	0.92129	1.0	16057	0	-0.68048
VN1R5	4	0.027672	0.051934	0.607971	1554	2	-0.32995	0.81151	0.90014	1.0	15466	1	-0.32995
PLCB4	4	0.0277	0.051934	0.607971	1555	3	-0.65165	0.76937	0.8735	1.0	14798	1	-0.65165
OR52W1	4	0.027715	0.051934	0.607971	1556	3	-0.51184	0.92853	0.97425	1.0	17705	0	-0.51184
VPS11	4	0.027723	0.051934	0.607971	1557	2	-0.43868	0.79088	0.88647	1.0	15144	1	-0.43868
FCGRT	4	0.027743	0.051935	0.607971	1558	3	-0.94116	0.42103	0.70892	1.0	10733	1	-0.94116
DACH1	4	0.027745	0.051935	0.607971	1559	3	-0.49366	0.85899	0.93369	1.0	16342	0	-0.49366
PDC	4	0.027777	0.051935	0.607971	1560	2	-0.70918	0.28808	0.59403	1.0	8190	1	-0.70918
FHL3	4	0.027801	0.051935	0.607971	1561	3	-0.6238	0.57701	0.78917	1.0	12567	1	-0.6238
WISP2	4	0.02783	0.051935	0.607971	1562	2	-0.53278	0.9584	0.98679	1.0	18309	0	-0.53278
IFFO2	4	0.027839	0.051935	0.607971	1563	2	-0.34561	0.18417	0.46847	1.0	6235	2	-0.34561
PRSS41	4	0.027876	0.051935	0.607971	1564	2	-0.49102	0.94195	0.9797	1.0	17980	0	-0.49102
SLC17A8	4	0.027897	0.051935	0.607971	1565	3	-0.89936	0.30969	0.60589	1.0	8610	1	-0.89936
BSN	4	0.027927	0.051935	0.607971	1566	2	-0.33038	0.89632	0.95402	1.0	17067	0	-0.33038
RGS17	4	0.027953	0.051935	0.607971	1567	3	-0.98163	0.94387	0.98075	1.0	18017	0	-0.98163
DRD4	4	0.027958	0.051935	0.607971	1568	3	-0.67689	0.92117	0.97012	1.0	17561	0	-0.67689
OR52K2	4	0.027978	0.052089	0.607971	1569	1	-0.014102	0.49764	0.76049	1.0	11855	1	-0.014102
SMC6	4	0.027994	0.052089	0.607971	1570	3	-1.0665	0.97705	0.99292	1.0	18656	0	-1.0665
POGZ	4	0.028004	0.052089	0.607971	1571	3	-0.83461	0.73833	0.8572	1.0	14347	1	-0.83461
PRM2	4	0.028071	0.052089	0.607971	1572	2	-0.32223	0.77887	0.88027	1.0	14955	1	-0.32223
HMP19	4	0.028079	0.052089	0.607971	1573	1	-0.03375	0.59286	0.79415	1.0	12728	1	-0.03375
ZNF622	4	0.02813	0.052089	0.607971	1574	3	-0.56545	0.52569	0.77057	1.0	12105	1	-0.56545
MDN1	4	0.028258	0.052089	0.607971	1575	2	-0.046879	0.44285	0.72587	1.0	11148	2	-0.046879
CEP85L	4	0.028279	0.052089	0.607971	1576	3	-0.94556	0.97682	0.99282	1.0	18650	0	-0.94556
MYADM	4	0.028313	0.052089	0.607971	1577	2	-0.92066	0.65892	0.82253	1.0	13406	1	-0.92066
FAM206A	4	0.028322	0.052089	0.607971	1578	2	-0.77167	0.055389	0.23209	1.0	2567	1	-0.77167
KRAS	4	0.028325	0.052089	0.607971	1579	3	-0.65801	0.60399	0.79721	1.0	12830	1	-0.65801
SETD5	4	0.028371	0.052089	0.607971	1580	2	-1.0462	0.65339	0.82007	1.0	13343	1	-1.0462
SOHLH2	4	0.028385	0.052089	0.607971	1581	1	0.73118	0.026602	0.1411	1.0	1465	3	0.73118
LSM5	4	0.02841	0.052089	0.607971	1582	3	-0.57272	0.91263	0.96395	1.0	17378	0	-0.57272
TECR	4	0.028423	0.052089	0.607971	1583	3	-0.88468	0.8997	0.95641	1.0	17130	0	-0.88468
POP1	4	0.028436	0.052089	0.607971	1584	2	-0.30863	0.48823	0.75866	1.0	11758	1	-0.30863
PKIG	4	0.028468	0.052089	0.607971	1585	2	-0.41905	0.94674	0.98196	1.0	18080	0	-0.41905
PCDHA10	4	0.028479	0.052089	0.607971	1586	3	-0.9348	0.87052	0.93829	1.0	16571	0	-0.9348
AKAP5	4	0.028487	0.052089	0.607971	1587	2	-0.5585	0.23172	0.53496	1.0	7136	2	-0.5585
OR2T1	4	0.028487	0.052089	0.607971	1588	2	-1.2677	0.13518	0.41862	1.0	5208	1	-1.2677
MAGEA9	4	0.028585	0.052089	0.607971	1589	3	-0.62698	0.95862	0.98694	1.0	18313	0	-0.62698
MYD88	4	0.028589	0.052089	0.607971	1590	2	-0.5292	0.7943	0.88835	1.0	15190	1	-0.5292
ZNF93	4	0.028603	0.052089	0.607971	1591	3	-0.80026	0.93966	0.97924	1.0	17936	0	-0.80026
HOXD3	4	0.028633	0.052089	0.607971	1592	2	-0.57922	0.42096	0.70892	1.0	10732	1	-0.57922
GRIA1	4	0.028653	0.052089	0.607971	1593	3	-0.65106	0.664	0.82503	1.0	13466	1	-0.65106
TRAPPC12	4	0.028662	0.052089	0.607971	1594	3	-0.64526	0.76913	0.8735	1.0	14793	1	-0.64526
EFNB1	4	0.028672	0.052089	0.607971	1595	3	-0.77694	0.97205	0.99123	1.0	18561	0	-0.77694
CCDC152	4	0.028682	0.052089	0.607971	1596	2	-0.50116	0.51598	0.76612	1.0	12024	1	-0.50116
CMTM1	4	0.028711	0.052089	0.607971	1597	3	-0.92872	0.69291	0.8368	1.0	13782	1	-0.92872
VEGFB	4	0.028727	0.052089	0.607971	1598	3	-0.7032	0.95726	0.98629	1.0	18293	0	-0.7032
SYNPO2L	4	0.028741	0.052089	0.607971	1599	3	-1.0275	0.64837	0.81697	1.0	13289	1	-1.0275
ALG1	4	0.02878	0.052089	0.607971	1600	3	-0.4722	0.069959	0.26233	1.0	3067	1	-0.4722
WDR44	4	0.028792	0.052089	0.607971	1601	3	-0.4495	0.89167	0.95117	1.0	16978	0	-0.4495
UFM1	4	0.028846	0.052089	0.607971	1602	3	-0.83608	0.90655	0.96087	1.0	17258	0	-0.83608
SLC27A6	4	0.028879	0.052089	0.607971	1603	3	-0.83662	0.60818	0.79904	1.0	12871	1	-0.83662
HERPUD2	4	0.028894	0.052089	0.607971	1604	1	0.30528	0.41782	0.70796	1.0	10676	2	0.30528
KPNB1	4	0.028929	0.052089	0.607971	1605	3	-1.3135	0.81566	0.90198	1.0	15542	1	-1.3135
ADAMTSL5	4	0.028945	0.052089	0.607971	1606	2	-0.055122	0.020111	0.11664	1.0	1210	2	-0.055122
SFXN4	4	0.028949	0.052089	0.607971	1607	3	-0.75645	0.4853	0.75614	1.0	11733	1	-0.75645
OSBPL5	4	0.028954	0.052089	0.607971	1608	3	-0.98498	0.89731	0.95444	1.0	17090	0	-0.98498
ASB12	4	0.028996	0.052089	0.607971	1609	2	-0.34887	0.46365	0.74844	1.0	11545	1	-0.34887
IFITM5	4	0.029034	0.052089	0.607971	1610	2	-1.0533	0.4977	0.76049	1.0	11857	1	-1.0533
LRRC3B	4	0.029047	0.052089	0.607971	1611	2	-0.52499	0.56863	0.78487	1.0	12496	1	-0.52499
EXOC3L1	4	0.029074	0.052089	0.607971	1612	3	-0.95953	0.94315	0.98035	1.0	18006	0	-0.95953
CT47A12	2	0.029095	0.041086	0.601113	1613	2	-1.4955	0.9709	0.98352	1.0	18539	0	-1.4955
CHST1	4	0.029098	0.052089	0.607971	1614	1	-0.11621	0.86515	0.93578	1.0	16471	0	-0.11621
CYLD	4	0.029148	0.052089	0.607971	1615	2	-0.12396	0.412	0.7028	1.0	10582	1	-0.12396
TGIF1	4	0.029189	0.052089	0.607971	1616	3	-0.7139	0.97552	0.99222	1.0	18626	0	-0.7139
GNRH1	4	0.029199	0.052089	0.607971	1617	2	-0.14829	0.8161	0.90259	1.0	15554	1	-0.14829
TMEM169	4	0.029204	0.052089	0.607971	1618	3	-0.77498	0.34651	0.64411	1.0	9315	1	-0.77498
PGM2	4	0.02924	0.052089	0.607971	1619	2	-0.63125	0.19058	0.47897	1.0	6359	1	-0.63125
SP6	3	0.02927	0.055794	0.628813	1620	3	-0.9793	0.97073	0.98709	1.0	18534	0	-0.9793
RPL22	4	0.029301	0.052089	0.607971	1621	1	-0.12227	0.21581	0.50785	1.0	6853	1	-0.12227
CRYBA2	4	0.029339	0.052089	0.607971	1622	3	-1.0542	0.97776	0.99313	1.0	18666	0	-1.0542
S100PBP	4	0.029368	0.052089	0.607971	1623	2	-0.71333	0.87489	0.94076	1.0	16658	0	-0.71333
TRPC4	4	0.029393	0.052089	0.607971	1624	3	-1.0522	0.87924	0.94406	1.0	16744	0	-1.0522
EFR3A	4	0.029403	0.052089	0.607971	1625	1	0.45395	0.041401	0.19115	1.0	2048	3	0.45395
EXOSC9	4	0.029403	0.052089	0.607971	1626	3	-0.8794	0.97898	0.99348	1.0	18692	0	-0.8794
PSIP1	4	0.029435	0.052089	0.607971	1627	3	-0.56148	0.74469	0.86034	1.0	14439	1	-0.56148
TMEM199	4	0.029454	0.052089	0.607971	1628	3	-0.68785	0.78588	0.88463	1.0	15055	1	-0.68785
HP	4	0.029477	0.052089	0.607971	1629	3	-0.89142	0.52918	0.77304	1.0	12136	1	-0.89142
LIMS3L	4	0.029487	0.052089	0.607971	1630	2	-0.46466	0.77778	0.87968	1.0	14935	1	-0.46466
IL1R1	4	0.029505	0.052089	0.607971	1631	2	0.1484	0.085286	0.30576	1.0	3576	2	0.1484
PCDHGA11	4	0.029546	0.052089	0.607971	1632	2	-0.36961	0.55815	0.78238	1.0	12396	1	-0.36961
EWSR1	4	0.029555	0.052089	0.607971	1633	2	-0.15894	0.34485	0.64235	1.0	9281	1	-0.15894
GALNTL6	4	0.029655	0.052089	0.607971	1634	2	-0.083432	0.021037	0.11983	1.0	1252	2	-0.083432
TFF2	4	0.029657	0.052089	0.607971	1635	1	-0.014132	0.90367	0.95982	1.0	17210	0	-0.014132
OIT3	4	0.029708	0.052089	0.607971	1636	1	0.062221	0.44436	0.72769	1.0	11177	2	0.062221
OR8B2	4	0.029759	0.052089	0.607971	1637	1	-0.039179	0.58228	0.79165	1.0	12620	1	-0.039179
NUPR1	4	0.029764	0.052089	0.607971	1638	3	-1.5234	0.66948	0.82625	1.0	13514	1	-1.5234
WFDC10B	4	0.02981	0.052257	0.607971	1639	1	0.0023845	0.78581	0.88463	1.0	15052	1	0.0023845
MRGPRE	4	0.02984	0.052257	0.607971	1640	3	-0.69933	0.75539	0.86599	1.0	14593	1	-0.69933
RNF183	4	0.029843	0.052257	0.607971	1641	2	-0.19919	0.81793	0.90325	1.0	15584	1	-0.19919
PTCD3	4	0.029853	0.052257	0.607971	1642	2	-0.33516	0.028487	0.14803	1.0	1542	1	-0.33516
CC2D1B	4	0.029861	0.052257	0.607971	1643	1	0.54565	0.085858	0.30645	1.0	3591	2	0.54565
MFI2	4	0.029888	0.052257	0.607971	1644	3	-0.55116	0.033619	0.17067	1.0	1741	1	-0.55116
SARS	4	0.029888	0.052257	0.607971	1645	2	-0.57761	0.45006	0.73446	1.0	11290	2	-0.57761
UGT2B15	4	0.029913	0.052257	0.607971	1646	2	-0.55532	0.95207	0.98348	1.0	18190	0	-0.55532
ITSN2	4	0.030032	0.052574	0.611287	1647	3	-0.90364	0.7717	0.87597	1.0	14833	1	-0.90364
ZNF618	4	0.030112	0.056021	0.628813	1648	2	0.018361	0.0042852	0.037567	1.0	279	2	0.018361
OR4C3	4	0.030115	0.056021	0.628813	1649	2	-0.44855	0.083776	0.30189	1.0	3522	2	-0.44855
GLI1	4	0.030142	0.056021	0.628813	1650	3	-0.66258	0.75553	0.86599	1.0	14595	1	-0.66258
CCDC53	4	0.030161	0.056021	0.628813	1651	3	-1.1611	0.92381	0.97236	1.0	17614	0	-1.1611
SNX6	4	0.030166	0.056021	0.628813	1652	2	-0.2518	0.83153	0.91202	1.0	15833	1	-0.2518
PLK2	4	0.030201	0.056021	0.628813	1653	3	-0.70217	0.93053	0.97477	1.0	17752	0	-0.70217
CARF	4	0.030201	0.056021	0.628813	1654	3	-0.78711	0.83239	0.91266	1.0	15847	1	-0.78711
METTL5	4	0.030221	0.056021	0.628813	1655	3	-0.63015	0.96035	0.98723	1.0	18340	0	-0.63015
BRINP3	4	0.030231	0.056021	0.628813	1656	3	-1.3056	0.87455	0.94076	1.0	16650	0	-1.3056
MRC1	4	0.030267	0.056021	0.628813	1657	2	-0.30393	0.93685	0.97745	1.0	17874	0	-0.30393
JSRP1	4	0.0303	0.056021	0.628813	1658	3	-1.0314	0.93343	0.97624	1.0	17802	0	-1.0314
EPS15	4	0.030318	0.056021	0.628813	1659	2	0.1124	0.10374	0.3403	1.0	4212	2	0.1124
CACTIN	4	0.030329	0.056021	0.628813	1660	3	-0.67854	0.39083	0.68165	1.0	10160	1	-0.67854
DUSP11	4	0.030351	0.056021	0.628813	1661	3	-0.90134	0.9302	0.97451	1.0	17745	0	-0.90134
MED1	4	0.030369	0.056021	0.628813	1662	1	-0.14432	0.96204	0.98783	1.0	18365	0	-0.14432
TRUB1	4	0.030372	0.056021	0.628813	1663	3	-0.52343	0.90542	0.96055	1.0	17236	0	-0.52343
SIRT6	4	0.03042	0.056021	0.628813	1664	3	-0.33583	0.95391	0.98454	1.0	18229	0	-0.33583
GSTO2	4	0.030452	0.056195	0.628813	1665	3	-0.44253	0.056634	0.23517	1.0	2599	1	-0.44253
EFHB	4	0.030471	0.056195	0.628813	1666	2	-0.15734	0.65041	0.81821	1.0	13306	1	-0.15734
FAR1	4	0.03049	0.056195	0.628813	1667	3	-0.74562	0.95695	0.9858	1.0	18284	0	-0.74562
ORAI3	4	0.030522	0.056195	0.628813	1668	1	0.20309	0.45598	0.74286	1.0	11412	2	0.20309
SCN8A	4	0.030543	0.056195	0.628813	1669	3	-0.65039	0.25893	0.56308	1.0	7646	1	-0.65039
OXNAD1	4	0.030571	0.056195	0.628813	1670	3	-0.57585	0.93794	0.97833	1.0	17895	0	-0.57585
TMBIM1	4	0.030572	0.056195	0.628813	1671	1	0.034805	0.85692	0.93208	1.0	16302	0	0.034805
LOC389895	4	0.030575	0.056195	0.628813	1672	3	-0.53132	0.28941	0.59482	1.0	8218	1	-0.53132
AP1S3	4	0.030632	0.056195	0.628813	1673	2	-0.56862	0.68386	0.83246	1.0	13678	1	-0.56862
NMRK2	4	0.030674	0.056195	0.628813	1674	2	-0.26316	0.87108	0.93829	1.0	16588	0	-0.26316
GIMAP7	4	0.030682	0.056195	0.628813	1675	2	-0.23419	0.40452	0.69494	1.0	10450	2	-0.23419
ATP13A5	4	0.03071	0.056195	0.628813	1676	3	-0.73542	0.1098	0.35252	1.0	4418	1	-0.73542
RGS9BP	4	0.030742	0.056195	0.628813	1677	3	-0.83849	0.58611	0.79415	1.0	12653	1	-0.83849
CPSF4	4	0.030775	0.056195	0.628813	1678	3	-0.71931	0.97733	0.99313	1.0	18661	0	-0.71931
AIPL1	4	0.030812	0.056358	0.628813	1679	3	-0.64131	0.97178	0.99113	1.0	18555	0	-0.64131
VBP1	4	0.030818	0.056358	0.628813	1680	3	-0.89881	0.75224	0.86412	1.0	14550	1	-0.89881
GPR150	4	0.030855	0.056359	0.628813	1681	3	-0.83105	0.91228	0.96327	1.0	17372	0	-0.83105
SALL4	4	0.030861	0.056359	0.628813	1682	3	-1.348	0.83541	0.91578	1.0	15903	1	-1.348
ANKHD1-EIF4EBP3	4	0.030872	0.056359	0.628813	1683	3	-0.6397	0.93307	0.97623	1.0	17794	0	-0.6397
YBEY	4	0.030877	0.056359	0.628813	1684	3	-0.8963	0.54932	0.77867	1.0	12321	1	-0.8963
MCIDAS	4	0.030928	0.056776	0.628813	1685	2	-0.12114	0.56549	0.78364	1.0	12459	1	-0.12114
USH1C	4	0.030933	0.056776	0.628813	1686	2	-0.06991	0.096523	0.32651	1.0	3944	2	-0.06991
PACSIN2	4	0.030985	0.056776	0.628813	1687	3	-0.78777	0.93361	0.97624	1.0	17809	0	-0.78777
CCDC91	4	0.03103	0.056776	0.628813	1688	1	0.50308	0.10056	0.33348	1.0	4092	3	0.50308
PPM1L	4	0.031081	0.056776	0.628813	1689	3	-0.52246	0.974	0.99202	1.0	18597	0	-0.52246
PDXK	4	0.031083	0.056776	0.628813	1690	3	-0.88193	0.96989	0.99052	1.0	18517	0	-0.88193
MAT1A	4	0.031121	0.056776	0.628813	1691	3	-1.0931	0.73957	0.85782	1.0	14368	1	-1.0931
DCAF6	4	0.031132	0.056776	0.628813	1692	3	-0.52954	0.71702	0.84867	1.0	14091	1	-0.52954
SPIRE2	4	0.031146	0.056776	0.628813	1693	2	-1.0043	0.88904	0.9503	1.0	16938	0	-1.0043
NRBF2	4	0.031182	0.05696	0.628813	1694	3	-0.39071	0.08363	0.30189	1.0	3517	1	-0.39071
ATP2A3	4	0.031213	0.05696	0.628813	1695	3	-0.99558	0.76345	0.87098	1.0	14707	1	-0.99558
WNT10B	4	0.031233	0.05696	0.628813	1696	2	-0.77773	0.84927	0.92652	1.0	16158	0	-0.77773
KSR1	4	0.031237	0.05696	0.628813	1697	2	-0.73407	0.75958	0.86847	1.0	14657	1	-0.73407
ARHGEF37	4	0.031251	0.05696	0.628813	1698	3	-1.1552	0.97525	0.99222	1.0	18624	0	-1.1552
UBA5	4	0.031267	0.05696	0.628813	1699	3	-1.082	0.60117	0.79658	1.0	12804	1	-1.082
SHANK1	4	0.031348	0.05696	0.628813	1700	2	-0.54509	0.87297	0.93978	1.0	16622	0	-0.54509
SLC8A1	4	0.031349	0.05696	0.628813	1701	3	-0.68193	0.94703	0.98215	1.0	18090	0	-0.68193
NELL1	4	0.031385	0.05696	0.628813	1702	3	-0.33944	0.57567	0.78856	1.0	12559	1	-0.33944
IGSF21	4	0.031426	0.05696	0.628813	1703	3	-0.82367	0.91383	0.96495	1.0	17396	0	-0.82367
LOC100130451	4	0.031436	0.05696	0.628813	1704	2	-0.22825	0.29359	0.59842	1.0	8303	1	-0.22825
ARHGEF11	4	0.031487	0.05696	0.628813	1705	1	0.68544	0.010339	0.067417	1.0	672	3	0.68544
AHCYL2	4	0.031538	0.05739	0.628813	1706	1	0.25632	0.2046	0.49752	1.0	6631	2	0.25632
ZNF124	4	0.031589	0.05739	0.628813	1707	2	-0.34892	0.75581	0.86661	1.0	14599	1	-0.34892
DBP	4	0.031708	0.05739	0.628813	1708	3	-1.41	0.77412	0.87785	1.0	14865	1	-1.41
FBXW4	4	0.031724	0.05739	0.628813	1709	3	-0.66175	0.86197	0.93523	1.0	16408	0	-0.66175
HTRA3	4	0.031741	0.05739	0.628813	1710	2	-0.25421	0.66255	0.82438	1.0	13452	1	-0.25421
TMC5	4	0.031786	0.05739	0.628813	1711	2	-0.59183	0.88694	0.94857	1.0	16898	0	-0.59183
CORO2B	4	0.031792	0.05739	0.628813	1712	1	0.84058	0.0044469	0.038546	1.0	294	3	0.84058
CHST3	4	0.031806	0.05739	0.628813	1713	2	-0.2486	0.20364	0.49624	1.0	6610	2	-0.2486
TMC8	4	0.031893	0.05739	0.628813	1714	2	-0.10705	0.40966	0.69934	1.0	10540	1	-0.10705
CCNL1	4	0.031922	0.05739	0.628813	1715	3	-1.0457	0.89287	0.95158	1.0	17008	0	-1.0457
TMEM259	4	0.031944	0.05739	0.628813	1716	2	-0.24392	0.493	0.75926	1.0	11810	1	-0.24392
IL12A	4	0.031991	0.057391	0.628813	1717	3	-0.7316	0.86909	0.93626	1.0	16540	0	-0.7316
LIG1	4	0.03203	0.057391	0.628813	1718	3	-1.486	0.92025	0.96897	1.0	17542	0	-1.486
C1GALT1C1L	4	0.032041	0.057391	0.628813	1719	3	-0.59938	0.37774	0.67047	1.0	9920	1	-0.59938
FIS1	4	0.032072	0.057391	0.628813	1720	2	-0.3663	0.1258	0.39603	1.0	4925	2	-0.3663
BIVM-ERCC5	4	0.032082	0.057391	0.628813	1721	3	-0.89623	0.7771	0.87907	1.0	14919	1	-0.89623
FADS2	4	0.032096	0.057391	0.628813	1722	1	0.21721	0.42937	0.71548	1.0	10890	2	0.21721
BACH2	4	0.032174	0.057391	0.628813	1723	3	-0.79956	0.83502	0.91578	1.0	15894	1	-0.79956
FXYD6	4	0.032249	0.057391	0.628813	1724	2	0.25417	0.074533	0.27545	1.0	3217	2	0.25417
CXXC1	4	0.032299	0.057391	0.628813	1725	1	-0.021286	0.45072	0.73446	1.0	11306	1	-0.021286
ANHX	4	0.03235	0.057391	0.628813	1726	1	0.57496	0.062176	0.24977	1.0	2800	2	0.57496
DDX49	4	0.032364	0.057391	0.628813	1727	2	-0.56729	0.25448	0.56237	1.0	7554	2	-0.56729
PTN	4	0.03238	0.057391	0.628813	1728	2	-0.59654	0.95145	0.98291	1.0	18173	0	-0.59654
NUTM2A	4	0.032385	0.057391	0.628813	1729	3	-0.65827	0.83299	0.91391	1.0	15862	1	-0.65827
DENND3	4	0.032395	0.057391	0.628813	1730	3	-0.60285	0.19845	0.48839	1.0	6507	1	-0.60285
IFNG	4	0.032401	0.057391	0.628813	1731	1	0.90861	0.028752	0.14838	1.0	1552	3	0.90861
NACC1	4	0.032424	0.057391	0.628813	1732	3	-0.62594	0.95423	0.98454	1.0	18236	0	-0.62594
GLT6D1	4	0.032474	0.060632	0.628813	1733	3	-0.59613	0.038174	0.18418	1.0	1928	1	-0.59613
MFAP1	4	0.032518	0.060632	0.628813	1734	3	-1.0639	0.44385	0.72769	1.0	11166	1	-1.0639
LOC101929983	4	0.032518	0.060632	0.628813	1735	3	-0.97333	0.9802	0.99377	1.0	18712	0	-0.97333
CALML5	4	0.032518	0.060632	0.628813	1736	3	-1.0366	0.85721	0.93208	1.0	16307	0	-1.0366
FAM92A1	4	0.032553	0.060632	0.628813	1737	2	-0.45754	0.6447	0.81454	1.0	13249	1	-0.45754
CRCP	4	0.032604	0.060632	0.628813	1738	1	0.50296	0.046688	0.2097	1.0	2242	3	0.50296
SLC5A6	4	0.032624	0.060632	0.628813	1739	3	-0.50444	0.83597	0.91578	1.0	15910	1	-0.50444
FLJ44635	4	0.032655	0.060632	0.628813	1740	2	-0.18484	0.18109	0.46646	1.0	6172	2	-0.18484
OR10V1	3	0.032657	0.060468	0.628813	1741	3	-0.61197	0.96734	0.98592	1.0	18472	0	-0.61197
ARF4	4	0.032668	0.060632	0.628813	1742	3	-0.75707	0.68241	0.83246	1.0	13656	1	-0.75707
PLK4	4	0.032705	0.060632	0.628813	1743	3	-0.63925	0.054541	0.23153	1.0	2531	1	-0.63925
AMPH	4	0.032747	0.060632	0.628813	1744	3	-0.79229	0.94093	0.97946	1.0	17959	0	-0.79229
ABCA6	4	0.032756	0.060632	0.628813	1745	1	-0.074646	0.7281	0.85113	1.0	14222	1	-0.074646
CCT3	4	0.032761	0.060632	0.628813	1746	2	-0.65608	0.96148	0.98768	1.0	18359	0	-0.65608
ZNF660	4	0.032782	0.060632	0.628813	1747	3	-0.82555	0.70379	0.84366	1.0	13933	1	-0.82555
LOC100130370	4	0.032807	0.060632	0.628813	1748	2	-0.47267	0.39133	0.68165	1.0	10167	1	-0.47267
FAF2	4	0.032837	0.060632	0.628813	1749	3	-0.691	0.53466	0.77431	1.0	12179	1	-0.691
CLCN2	4	0.032858	0.060633	0.628813	1750	3	-0.41215	0.52506	0.77056	1.0	12095	1	-0.41215
TRIM66	4	0.032871	0.060633	0.628813	1751	3	-0.89549	0.20566	0.49823	1.0	6655	1	-0.89549
PCDHGA7	3	0.032872	0.060468	0.628813	1752	2	-1.248	0.19752	0.44529	1.0	6491	1	-1.248
PIGZ	4	0.032893	0.060633	0.628813	1753	3	-0.82953	0.97306	0.99169	1.0	18576	0	-0.82953
RRP9	4	0.032944	0.060633	0.628813	1754	3	-0.76188	0.79301	0.88773	1.0	15172	1	-0.76188
C17orf102	4	0.032959	0.060633	0.628813	1755	2	-0.44089	0.84524	0.92301	1.0	16082	0	-0.44089
LDLRAD2	4	0.032969	0.060633	0.628813	1756	2	-0.80612	0.16402	0.45305	1.0	5827	2	-0.80612
ADAM9	4	0.032972	0.060633	0.628813	1757	3	-0.8054	0.9465	0.98176	1.0	18076	0	-0.8054
ATP1A4	4	0.033005	0.060633	0.628813	1758	2	-0.51271	0.7065	0.84489	1.0	13966	1	-0.51271
SOWAHC	4	0.03301	0.060633	0.628813	1759	3	-0.71483	0.27169	0.57464	1.0	7886	1	-0.71483
TMEM135	4	0.033051	0.060633	0.628813	1760	3	-0.61894	0.66149	0.82438	1.0	13436	1	-0.61894
CEMP1	3	0.033087	0.060776	0.628813	1761	2	-0.24859	0.12865	0.32703	1.0	5010	1	-0.24859
TAF7L	4	0.033111	0.060633	0.628813	1762	3	-0.64323	0.96016	0.98723	1.0	18338	0	-0.64323
ZFP82	4	0.033135	0.060633	0.628813	1763	2	-0.57525	0.045781	0.20872	1.0	2211	1	-0.57525
MYOT	4	0.033187	0.060633	0.628813	1764	3	-0.70468	0.51486	0.76481	1.0	12012	1	-0.70468
GALNT6	4	0.033213	0.060633	0.628813	1765	2	-0.13226	0.17012	0.45967	1.0	5944	2	-0.13226
NDUFS7	4	0.033228	0.060633	0.628813	1766	3	-0.624	0.69272	0.8368	1.0	13776	1	-0.624
ZNF783	4	0.033244	0.060801	0.628813	1767	2	-0.27185	0.15894	0.44632	1.0	5725	2	-0.27185
SLC29A4	4	0.033264	0.060801	0.628813	1768	3	-0.38839	0.33421	0.62944	1.0	9074	1	-0.38839
FAM213B	3	0.033278	0.060923	0.628813	1769	2	-1.2756	0.91962	0.96509	1.0	17528	0	-1.2756
